01014/1100;Bohuš;Šoltýs;14.10.1100
01017/1330;Vít;Kočan;17.10.1200
01017/6655;Eliáš;Erdélyi;17.10.1700
01025/4667;Izidor;Veliký;25.10.1600
01113/7678;Ervín;Rajčan;13.11.1200
01114/2373;Valentín;Trnovec;14.11.1100
01115/2926;Boris;Turský;15.11.1600
01119/8708;Ctibor;Trajčík;19.11.1000
01126/9103;Rudolf;Manda;26.11.2000
05107/8715;Ľubomíra;Plánková;7.1.1900
05112/3266;Blanka;Porubská;12.1.2000
05116/4774;Bianka;Ševčíková;16.1.1600
05124/2024;Vieroslava;Hladíková;24.1.1100
05207/2923;Kornélia;Plánková;7.2.1100
05207/4520;Nikola;Smiešková;7.2.2000
05218/2766;Marta;Erdélyiová;18.2.1600
05223/3845;Vilma;Rakovská;23.2.1600
05303/1105;Valéria;Baráneková;3.3.1900
05303/2685;Zuzana;Ondrušeková;3.3.1800
05315/6306;Hilda;Rudinská;15.3.1900
05401/8554;Agáta;Kadašová;1.4.2000
05422/1103;Táňa;Matušíková;22.4.1700
05502/4364;Zlatica;Hladíková;2.5.1300
05517/8331;Martina;Markušová;17.5.1900
05522/5717;Gertrúda;Tamášiová;22.5.1700
05526/2479;Slávka;Kopecká;26.5.1200
05606/8475;Jesika;Držíková;6.6.1900
05610/8725;Sára;Palacková;10.6.1000
05614/7979;Vanda;Lemešová;14.6.1500
05617/9665;Dobromila;Tomašecová;17.6.2000
05700/8513;Elena;Deáková;30.6.1500
05709/3756;Lívia;Majtánová;9.7.1000
05716/6481;Drahomíra;Kadašová;16.7.2000
05723/8390;Anežka;Hájniková;23.7.1700
05726/4342;Branislava", Brigita;Slotová;26.7.2000
05806/6355;Lenka;Porubská;6.8.1700
05815/1225;Radoslava;Pilková;15.8.1900
05821/2655;Barbara;Hájniková;21.8.1400
05902/6879;Táňa;Valášeková;2.9.1500
05903/8246;Soňa;Kopecká;3.9.1400
05916/8751;Liana;Rybáriková;16.9.1500
05917/3840;Bronislava;Smolková;17.9.1000
05927/6242;Eliána;Hudeková;27.9.1100
06005/2980;Slavomíra;Kadašová;5.10.1600
06010/2210;Klára;Valášeková;10.10.1800
06011/2808;Zara;Kočanová;11.10.1100
06013/1193;Petronela;Matušíková;13.10.1000
06013/4829;Nataša;Brezánová;13.10.1400
06017/8613;Angela;Koláriková;17.10.1400
06105/9116;Olympia;Baráneková;5.11.1700
06106/8988;Hermína;Šípošová;6.11.1100
06122/4603;Ružena;Novosadová;22.11.1500
06125/6185;Anna;Kubicová;25.11.1900
06125/6213;Etela;Čičkánová;25.11.1800
100100/9820;Ľuboslav;Varinský;31.12.1609
100102/4022;Branislav;Ondrušek;2.1.1810
100103/9929;Alex;Kováčik;3.1.1710
100108/1502;Richard;Blažej;8.1.1610
100110/5631;Ivan;Kováčik;10.1.1010
100111/3626;Teo;Smieško;11.1.1610
100112/8603;Jozef;Rudinský;12.1.1010
100115/1238;Roman;Kučera;15.1.1510
100124/3721;Valér;Tamáši;24.1.1710
100209/8674;Miloš;Hladík;9.2.1010
100212/8370;Drahoslav;Slatinský;12.2.2010
100217/7640;František;Ondrušek;17.2.2010
100218/4666;Teodor;Brezány;18.2.1010
100218/7810;Jaromír;Rudinský;18.2.1710
100221/5760;Miloslav;Molitor;21.2.1510
100224/7126;Ľuboslav;Krčmár;24.2.1110
100225/9580;Boleslav;Kramer;25.2.1410
100226/4096;Tichomír;Kováčik;26.2.1410
100301/9947;Jaromír;Smieško;1.3.1110
100308/4515;Max;Majtán;8.3.1210
100311/3579;Belo;Rajčan;11.3.1010
100320/3275;Tobias;Markuš;20.3.1010
100320/6904;Vladimír;Palacka;20.3.1910
100321/7806;Kamil;Valach;21.3.2010
100417/8924;Michal;Šmehyl;17.4.1410
100505/1301;Bonifác;Šoltýs;5.5.2010
100507/2632;Alan;Baránek;7.5.2010
100507/9731;Alexej;Šípoš;7.5.1110
100516/6140;Artur;Čepec;16.5.2010
100519/5930;Viliam;Berník;19.5.1810
100520/5622;Dominik;Trnovec;20.5.1010
100520/6187;Anton;Hudek;20.5.1610
100522/1315;Koloman;Kubica;22.5.1210
100602/8159;Cyprián;Varinský;2.6.1910
100608/3804;Igor;Martinko;8.6.1910
100609/8971;Vlastimil;Valášek;9.6.1610
100609/9052;Andreas;Hladík;9.6.1210
100701/3894;Kristián;Trajčík;1.7.1110
100701/6711;Vladimír;Kopecký;1.7.1610
100707/5291;Gabriel;Detko;7.7.1610
100708/1824;Albín;Kubica;8.7.1310
100718/8575;Móric;Veliký;18.7.1910
100724/6242;Bystrík;Kolárik;24.7.2010
100727/2255;Boris;Majtán;27.7.1210
100804/1883;Zdeno;Porubský;4.8.1710
100805/1065;Max;Šoltýs;5.8.1310
100806/3058;Tobiáš;Hudek;6.8.1010
100808/5485;Mário;Majtán;8.8.1310
100820/5100;Marek;Cabuk;20.8.1610
100820/8741;Klement;Markuš;20.8.1210
100822/1238;Gašpar;Rajčan;22.8.1910
100919/1826;Patrik;Tichý;19.9.1810
100922/3205;Gašpar;Kučera;22.9.1710
100922/8590;Václav;Šoltýs;22.9.1510
100925/4163;Rastislav;Ševčík;25.9.1210
101002/4765;Vojtech;Hudek;2.10.1410
101005/5220;Radomír;Čepec;5.10.1810
101010/9099;Alexej;Tichý;10.10.1710
101014/1671;Belo;Valach;14.10.1610
101018/7430;Zdeno;Držík;18.10.2010
101103/5555;Tadeáš;Turský;3.11.1610
101104/7901;Slavomír;Tichý;4.11.1910
101114/2977;Zlatko;Plánka;14.11.1110
101116/9689;Zdeno;Tomašec;16.11.1610
101119/3273;Rudolf;Šmehyl;19.11.1110
101125/5322;Bystrík;Bednár;25.11.1910
10116/2205;Medard;Gábriš;16.1.1601
10119/4513;Peter;Deák;19.1.2001
10122/5601;Radúz;Baránek;22.1.1501
10125/4935;Anton;Lipovský;25.1.1901
10125/9678;Bronislav;Novosad;25.1.1401
10200/8052;Nikolas;Detko;31.1.1501
10207/8562;Alan;Hájnik;7.2.1001
10209/5763;Igor;Rybárik;9.2.1501
10217/5541;Dominik;Porubský;17.2.1801
10218/9865;Vratko;Šípoš;18.2.1501
10303/5538;Viliam;Molitor;3.3.1601
10306/3287;Radoslav;Porubský;6.3.1601
10310/5252;Vendelín;Kucharek;10.3.1701
10318/1125;Ľudomil;Varinský;18.3.1101
10401/7328;Marián;Kočan;1.4.1601
10402/6633;Dušan;Kadaš;2.4.1101
10403/8009;Albert;Ďuriš;3.4.1801
10411/6603;Beňadik;Ondrušek;11.4.1901
10503/8090;Dušan;Molitor;3.5.1801
10510/5151;Gejza;Cibulka;10.5.1001
105100/6597;Františka;Varinská;31.12.1209
105109/9184;Zita;Korbelová;9.1.1410
105118/7130;Karina;Tvrdá;18.1.1010
105119/1587;Zuzana;Turská;19.1.1710
105120/7385;Sára;Rajčanová;20.1.1010
10516/8507;Vincent;Matušík;16.5.1901
10517/2544;Eliáš;Horecký;17.5.2001
10518/8082;Justín;Plánka;18.5.1701
105213/6138;Dobromila;Držíková;13.2.1110
105226/7550;Lara;Kuchareková;26.2.2010
105226/8034;Lara;Hájniková;26.2.1810
10523/3511;Maximilián;Levko;23.5.1101
10524/5915;Alojz;Levko;24.5.2001
105302/9732;Nina;Porubská;2.3.1110
105303/5210;Ľudmila;Horecká;3.3.1510
105304/4942;Simona;Sitárová;4.3.1910
105310/7940;Štefánia;Erdélyiová;10.3.1710
105311/8824;Bohuslava;Smolková;11.3.1310
105319/9616;Angela;Cibulková;19.3.2010
105323/8014;Bohdana;Šmehylová;23.3.1510
105400/6515;Barbora;Koláriková;31.3.1110
105407/4762;Zlatica;Blažejová;7.4.1010
105410/4292;Eleonóra;Černáková;10.4.1410
105411/9444;Mária;Ondrušeková;11.4.1910
105418/8384;Milica;Jakubeková;18.4.1310
105424/5517;Vlasta;Omastová;24.4.1610
105427/5958;Lívia;Pokorná;27.4.1410
105502/8229;Helena;Kemková;2.5.1510
105522/8088;Milada;Tichá;22.5.1410
105602/6159;Ľuboslava;Gábrišová;2.6.2010
105619/7187;Justína;Lemešová;19.6.1110
105621/6969;Božena;Rybáriková;21.6.1310
105627/3658;Hermína;Šmehylová;27.6.1310
105700/8328;Alana;Sitárová;30.6.1010
105713/4449;Alojzia;Palacková;13.7.1210
105719/5196;Milota;Kadašová;19.7.2010
105805/9058;Stanislava;Kaňová;5.8.1210
105807/9458;Blažena;Sitárová;7.8.1810
105815/6089;Henrieta;Hudeková;15.8.1710
105821/1220;Vladimíra;Horecká;21.8.1410
105827/8709;Valentína;Molitorová;27.8.1210
105904/2122;Johana;Lipovská;4.9.1110
105907/9462;Judita;Bednárová;7.9.1110
105917/5288;Barbora;Palacková;17.9.1410
106001/5322;Gabriela;Deáková;1.10.1710
106004/9340;Marta;Blažejová;4.10.1610
106009/5213;Radovana;Kramerová;9.10.2010
106015/7546;Danica;Šmáriková;15.10.2010
106103/5934;Valentína;Šoltýsová;3.11.1710
106105/9963;Svetlana;Kováčiková;5.11.1210
106112/2530;Aurélia;Mrázová;12.11.1410
106114/3748;Blažena;Trúchlyová;14.11.1110
106115/8524;Sára;Trajčíková;15.11.1510
106125/6764;Oľga;Cibulková;25.11.1310
10624/2109;Henrich;Višňovský;24.6.1501
10624/8641;Augustín;Markuš;24.6.2001
10711/1061;Róbert;Pokorný;11.7.1501
10712/5298;Rastislav;Erdélyi;12.7.1901
10721/5254;Marko;Deák;21.7.2001
10806/9196;Branislav;Baránek;6.8.1901
10810/6230;Dobroslav;Slatinský;10.8.1701
10904/3446;Andreas;Hudek;4.9.1401
10904/3472;Ronald;Smieško;4.9.1801
10904/8555;Markus;Korbel;4.9.1801
10910/1250;Tobias;Ondrušek;10.9.1001
10912/1927;Boleslav;Chochul;12.9.1701
10917/1469;Jerguš;Beniač;17.9.2001
10923/8254;Andreas;Trúchly;23.9.1201
110102/7424;Oliver;Rudinský;2.1.1811
110103/2679;Jakub;Tamáši;3.1.1111
110104/6508;Zoltán;Hudek;4.1.1011
110105/8638;Bystrík;Lipovský;5.1.1911
110108/1009;Jarolím;Chládek;8.1.1611
110120/5965;Zdenko;Deák;20.1.1611
110123/4146;Eugen;Rakovský;23.1.1211
110124/4060;Leo;Tamáši;24.1.1111
110127/7032;Norbert;Horecký;27.1.1611
11014/8051;Vít;Mráz;14.10.1501
11018/9969;Hugo;Šípoš;18.10.1301
110209/9833;Konštantín;Čepec;9.2.1111
110211/2984;Ladislav;Pilka;11.2.1311
110223/7224;Erik;Manda;23.2.1411
110224/8130;Jakub;Kaňa;24.2.1411
11023/4690;Svätopluk;Majtán;23.10.1801
11025/8448;Teo;Chochul;25.10.1001
11025/8876;Šimon;Plánka;25.10.1201
11026/7315;Radovan;Beniač;26.10.1701
11026/7839;Erik;Matušík;26.10.1901
110303/3224;Alexander;Korbel;3.3.1511
110315/8770;Gašpar;Hurtoš;15.3.1611
110321/2108;Ferdinand;Hladík;21.3.1311
110323/3518;Svetozár;Jakubek;23.3.1511
110400/3548;Roland;Vrábel;31.3.1811
110404/1958;Gašpar;Hudek;4.4.1211
110419/2430;Krištof;Šípoš;19.4.2011
110501/5380;Bohuš;Deák;1.5.1311
110505/3937;Ľubor;Berník;5.5.1011
110512/5264;Oto;Lipovský;12.5.1811
110522/2002;Beňadik;Trúchly;22.5.1611
110525/7299;Maxim;Hýrošš;25.5.1911
110603/3170;Viliam;Kučera;3.6.1111
110604/8379;Valentín;Slota;4.6.1811
110611/9337;Fedor;Sopko;11.6.1711
110612/4930;Jaroslav;Kubica;12.6.1311
110615/6246;Albert;Manda;15.6.1811
110621/3086;Vladimír;Tamáši;21.6.1511
110623/1560;Václav;Držík;23.6.1611
110627/1917;Maximilián;Smieško;27.6.2011
110627/9769;Zlatko;Kolárik;27.6.1611
110707/3517;Justín;Horecký;7.7.1911
110708/1056;Denis;Tomašec;8.7.1711
110709/6006;Ivan;Erdélyi;9.7.1911
110710/8871;Július;Cibulka;10.7.1211
110712/7160;Dušan;Kučera;12.7.1811
110723/5089;Dionýz;Matušík;23.7.1611
110724/3055;Bartolomej;Deák;24.7.1611
110727/3282;Ľudovít;Kaňa;27.7.1211
110913/9796;Servác;Krčmár;13.9.1911
110925/1639;Tibor;Markuš;25.9.1211
111000/4898;Oskár;Baránek;30.9.1511
111007/3764;Vincent;Šípoš;7.10.1611
11101/5422;Tibor;Valášek;1.11.1201
111010/6505;Eduard;Šípoš;10.10.1311
111011/1003;Vratislav;Kučera;11.10.1311
111015/8788;Radúz;Tomašec;15.10.1611
111018/4591;Bohuslav;Hladík;18.10.1111
11102/6001;Ľubomír;Tamáši;2.11.1501
11111/5008;Rudolf;Rajčan;11.11.1001
111112/5795;Adrián;Beniač;12.11.1311
111114/4462;Vít;Čepec;14.11.1111
111125/3919;Miroslav;Hulej;25.11.2011
11115/9259;Daniel;Púček;15.11.1001
11117/5666;Nikolas;Hulej;17.11.1101
11124/1631;Jaroslav;Vrábel;24.11.1901
115110/5221;Tamara;Rajčanová;10.1.1411
115121/8996;Rebeka;Gábrišová;21.1.1011
115123/5185;Jarmila;Čepecová;23.1.1611
115125/4852;Elena;Berníková;25.1.2011
115125/6717;Valéria;Tomašecová;25.1.1111
115200/9437;Alexandra;Valachová;31.1.1211
115209/9821;Hilda;Detková;9.2.1211
115212/2720;Viera;Kopecká;12.2.1711
115219/4558;Paula;Kováčiková;19.2.2011
115219/8180;Miroslava;Trúchlyová;19.2.2011
115220/4743;Mária;Berníková;20.2.1211
115221/1876;Oľga;Ďurišová;21.2.1911
115222/1814;Eleonóra;Vrábelová;22.2.1311
115314/7796;Etela;Višňovská;14.3.1111
115319/7657;Radovana;Levková;19.3.1011
115319/7885;Nadežda;Sitárová;19.3.1611
115320/5394;Ľubica;Molitorová;20.3.1111
115324/4223;Svetlana;Púčeková;24.3.1311
115419/4856;Eliána;Jakubeková;19.4.1311
115424/2798;Stanislava;Pilková;24.4.1911
115425/4144;Elisa;Rybáriková;25.4.1311
115426/5010;Nela;Porubská;26.4.1911
115500/4356;Regina;Čičkánová;30.4.2011
115505/8760;Valentína;Ondrušeková;5.5.1611
115507/1742;Stanislava;Kramerová;7.5.1111
115510/4398;Dobroslava;Rakovská;10.5.1511
115518/4589;Bibiána;Šmehylová;18.5.1711
115519/7557;Amália;Markušová;19.5.1111
115521/9088;Sára;Rudinská;21.5.1611
115603/4873;Gréta;Ďurišová;3.6.1911
115604/2592;Jaroslava;Kmeťová;4.6.1711
115607/3023;Zita;Korbelová;7.6.1811
115625/7782;Zora;Rybáriková;25.6.1911
115702/1921;Eliána;Smiešková;2.7.1911
115703/4330;Marianna;Kemková;3.7.2011
115707/1157;Galina;Cabuková;7.7.1111
115712/4143;Terézia;Gábrišová;12.7.1011
115812/1142;Marianna;Černáková;12.8.1611
115813/7751;Laura;Kuchareková;13.8.1811
115825/2576;Kamila;Rakovská;25.8.1211
115900/2128;Adela;Velčicová;31.8.1711
115905/5759;Rebeka;Rakovská;5.9.1511
115912/2439;Berta;Kováčiková;12.9.1911
115917/6313;Ľuboslava;Sitárová;17.9.1411
115918/8891;Simona;Molitorová;18.9.1211
115920/5365;Liliana;Kmeťová;20.9.1811
116007/8845;Daša;Smiešková;7.10.1411
116008/4424;Kristína;Kadašová;8.10.1911
116009/6560;Božena;Držíková;9.10.1011
116011/8774;Dušana;Gábrišová;11.10.1111
116013/9742;Paulína;Tomašecová;13.10.1011
116017/1727;Radoslava;Beniačová;17.10.1111
116026/2005;Tereza;Kubicová;26.10.1611
116027/3778;Miriama;Šmáriková;27.10.1711
116100/5151;Otília;Hulejová;31.10.1011
116106/2489;Olívia;Molitorová;6.11.1111
116112/7936;Zlatica;Kopecká;12.11.1711
116114/8299;Liliana;Veliká;14.11.2011
116115/8495;Liana;Vrábelová;15.11.1011
116119/5215;Blažena;Palacková;19.11.1611
116121/8377;Silvia;Čičkánová;21.11.1111
116122/4175;Angela;Kaňová;22.11.1011
116124/3590;Noéma;Ponechalová;24.11.1711
116126/3559;Ľubica;Lemešová;26.11.1111
116126/8157;Marta;Pilková;26.11.1011
120101/9437;Matúš;Krčmár;1.1.1012
120108/3382;Víťazoslav;Blažej;8.1.1012
120113/7938;Boris;Šoltýs;13.1.1012
120203/3354;Žigmund;Tamáši;3.2.1512
120218/5433;Juraj;Varinský;18.2.1512
120221/8305;Noel;Slatinský;21.2.1012
120226/4862;Bonifác;Slatinský;26.2.1512
120301/7542;Boris;Kováčik;1.3.1012
120308/8426;Denis;Martinko;8.3.1612
120315/5475;Ľuboslav;Blažej;15.3.1512
120321/9634;Beňadik;Tomašec;21.3.1712
120323/2498;Frederik;Hudek;23.3.2012
120324/3556;Radovan;Pilka;24.3.1312
120403/7128;Radoslav;Kopecký;3.4.1112
120410/6035;Eliáš;Kucharek;10.4.1612
120410/8843;Václav;Tichý;10.4.1812
120412/3431;Bohdan;Valášek;12.4.1412
120412/4862;Sebastián;Velčic;12.4.1212
120413/7095;Adolf;Varinský;13.4.2012
120415/3886;Maxim;Horecký;15.4.1912
120415/5041;Pankrác;Matušík;15.4.1812
120423/3079;Boleslav;Slatinský;23.4.1212
120427/6569;Hubert;Hulej;27.4.1512
120512/4354;Félix;Rakovský;12.5.1412
120522/7427;Severín;Chládek;22.5.2012
120523/2992;Pankrác;Cibulka;23.5.1412
120607/5698;Miroslav;Čepec;7.6.1512
120611/4875;Tomáš;Jonáš;11.6.2012
120612/4601;Klement;Martinko;12.6.1312
120615/7550;Aurel;Manda;15.6.1012
120616/6953;Vojtech;Bednár;16.6.1312
120620/9023;Radúz;Kučera;20.6.1812
120701/3686;Ľubomír;Berník;1.7.1912
120710/9030;Dušan;Jonáš;10.7.1612
120711/3257;Edmund;Kopecký;11.7.1012
120712/1904;Zlatko;Slota;12.7.1212
120714/4929;Vlastimil;Manda;14.7.1912
120725/4823;Alfréd;Baránek;25.7.1912
120725/8521;Maximilián;Pokorný;25.7.1912
120804/7088;Tobias;Hurtoš;4.8.1212
120808/9532;Silvester;Palacka;8.8.1312
120816/1122;Jerguš;Kramer;16.8.2012
120816/1463;Bronislav;Hurtoš;16.8.1412
120816/9977;Klement;Levko;16.8.1112
120817/4000;Jozef;Novosad;17.8.1012
120826/2620;Slavomír;Jonáš;26.8.1712
120826/4504;Richard;Ševčík;26.8.1412
120900/3215;Bruno;Berník;31.8.2012
120906/9816;Fridrich;Chládek;6.9.1412
120911/2365;Vlastimil;Mráz;11.9.1312
120912/4292;Miloš;Jonáš;12.9.1412
120919/7172;Tibor;Tvrdý;19.9.1912
121004/7166;Pravoslav;Kučera;4.10.2012
121010/9786;Stanislav;Kubica;10.10.1212
121019/5023;Lukáš;Trajčík;19.10.1312
121105/8834;Boleslav;Martinko;5.11.1712
121107/2719;Jozef;Kopecký;7.11.2012
121108/5790;Demeter;Púček;8.11.1112
121114/4716;Marcel;Palacka;14.11.1912
125104/7638;Eliška;Korbelová;4.1.1312
125118/1571;Ernestína;Hájniková;18.1.1212
125201/9169;Zdenka;Kopecká;1.2.1312
125203/6191;Terézia;Erdélyiová;3.2.1312
125203/9176;Beáta;Chládeková;3.2.1112
125204/2115;Svetlana;Markušová;4.2.1012
125207/9788;Alexia;Tamášiová;7.2.1012
125208/1244;Nela;Kuchareková;8.2.1112
125209/4014;Monika;Kučerová;9.2.1012
125220/2762;Antónia;Pokorná;20.2.1612
125222/4513;Lenka;Detková;22.2.1612
125226/7647;Zuzana;Horecká;26.2.1812
125300/1366;Nadežda;Molitorová;29.2.1712
125305/1630;Lujza;Mrázová;5.3.1512
125310/6467;Radoslava;Baráneková;10.3.1612
125321/4466;Eleonóra;Pilková;21.3.2012
125322/8628;Darina;Erdélyiová;22.3.1112
125324/2166;Adela;Omastová;24.3.1612
125407/5539;Ľuboslava;Kopecká;7.4.1612
125410/1638;Marcela;Mandová;10.4.1412
125412/2153;Miriama;Palacková;12.4.1412
125510/2140;Darina;Ďurišová;10.5.1112
125516/8898;Daniela;Tvrdá;16.5.1712
125521/2109;Marta;Koláriková;21.5.1012
125615/6866;Ida;Tvrdá;15.6.1912
125616/9963;Vanesa;Ševčíková;16.6.1012
125618/9229;Zora;Kučerová;18.6.1212
125622/2077;Klára;Levková;22.6.2012
125701/8712;Perla;Hladíková;1.7.1812
125705/8991;Lucia;Molitorová;5.7.1312
125708/6829;Amália;Hýroššová;8.7.1312
125719/4271;Lesia;Valachová;19.7.1012
125727/5927;Dana;Kmeťová;27.7.1212
125816/6737;Branislava", Brigita;Baráneková;16.8.1212
125817/6467;Oxana;Ponechalová;17.8.1312
125817/8233;Bibiána;Slotová;17.8.1712
125822/8186;Drahoslava;Kmeťová;22.8.1812
125825/2648;Dana;Hýroššová;25.8.1912
125901/5094;Miloslava;Hulejová;1.9.1012
125904/1042;Radka;Markušová;4.9.1612
125912/2646;Andrea;Smiešková;12.9.1412
125913/7044;Lara;Kramerová;13.9.1812
126004/3613;Rozália;Brezánová;4.10.1312
126005/6268;Ela;Kaňová;5.10.2012
126007/6681;Beáta;Kemková;7.10.1912
126009/7452;Alana;Kramerová;9.10.1712
126012/4022;Nina;Kopecká;12.10.2012
126016/5099;Tereza;Púčeková;16.10.1812
126023/3861;Nora;Hudeková;23.10.1912
126023/4662;Jozefína;Erdélyiová;23.10.1412
126024/2356;Helena;Černáková;24.10.1812
126102/8698;Eliána;Korbelová;2.11.1412
126102/9930;Slavomíra;Berníková;2.11.1712
126104/1540;Estera;Višňovská;4.11.1012
126117/2762;Eugénia;Kubicová;17.11.1812
126120/6755;Viktória;Horecká;20.11.1912
126126/2003;Darina;Kováčiková;26.11.1112
130103/5119;Klement;Omasta;3.1.1213
130106/8054;Benjamín;Cibulka;6.1.1813
130108/5077;Jozef;Novosad;8.1.1213
130113/5159;Vasil;Vrábel;13.1.1813
130113/6442;Demeter;Chochul;13.1.2013
130115/8800;Daniel;Hurtoš;15.1.1513
130118/2254;Kristián;Trnovec;18.1.1013
130203/7952;Nikolas;Ševčík;3.2.1313
130208/6835;Rastislav;Rybárik;8.2.1313
130214/7760;Belo;Kučera;14.2.1713
130222/1305;Kazimír;Molitor;22.2.1013
130226/7881;Ambróz;Jonáš;26.2.2013
130302/3165;Oleg;Horecký;2.3.1313
130304/2784;Albert;Plánka;4.3.1713
130307/6363;Max;Novosad;7.3.1413
130313/8661;Krištof;Kmeťo;13.3.1813
130314/8676;Bohuslav;Hurtoš;14.3.1513
130316/7207;Dušan;Kopecký;16.3.1613
130317/9416;Alan;Jonáš;17.3.1613
130319/5510;Norbert;Velčic;19.3.1013
130323/7639;Maroš;Levko;23.3.1413
130325/5525;Filip;Baránek;25.3.1113
130327/3537;Iľja;Čepec;27.3.1013
130410/2297;Fedor;Korbel;10.4.1113
130415/4999;Roman;Veliký;15.4.1713
130418/1534;Radomír;Matušík;18.4.1413
130423/3988;Ronald;Krčmár;23.4.1613
130427/2856;Kamil;Lemeš;27.4.1113
130514/7697;Alfonz;Ševčík;14.5.1113
130518/1487;Richard;Krčmár;18.5.1713
130519/7191;Nátan;Kopecký;19.5.1613
130519/7350;Jerguš;Kubica;19.5.1313
130521/5778;Vladimír;Korbel;21.5.1013
130527/2710;Michael;Ondrušek;27.5.1813
130527/3997;Aurel;Rajčan;27.5.2013
130602/9241;Boris;Kočan;2.6.1713
130615/3964;Blahoslav;Chochul;15.6.1313
130615/4112;Leonard;Krčmár;15.6.2013
130616/8749;Florián;Veliký;16.6.1713
130700/7025;Nikolas;Kopecký;30.6.1113
130706/4272;Bystrík;Šípoš;6.7.1813
130719/5336;Dušan;Valášek;19.7.1013
130726/2961;Demeter;Rakovský;26.7.1513
130807/4322;Teo;Ševčík;7.8.1313
130808/3421;Ferdinand;Slota;8.8.1513
130813/5285;Ferdinand;Ďuriš;13.8.2013
130814/2780;Alfonz;Krčmár;14.8.1713
130817/5850;Radomír;Markuš;17.8.1113
130818/6555;Viktor;Trúchly;18.8.1113
130818/8641;Ernest;Novosad;18.8.1513
130901/4135;Víťazoslav;Martinko;1.9.1013
130909/2091;Andreas;Rudinský;9.9.1213
130918/2358;Teo;Tvrdý;18.9.2013
130921/2536;Marián;Mráz;21.9.1513
131001/1084;Ondrej;Kubica;1.10.1213
131002/5867;Belo;Trajčík;2.10.1013
131002/7488;Timotej;Tvrdý;2.10.1313
131003/8991;Kazimír;Kolárik;3.10.1213
131008/8549;Oto;Slota;8.10.1013
131015/5073;Henrich;Beniač;15.10.1213
131015/9796;Arnold;Bednár;15.10.1113
131022/5690;Benjamín;Tvrdý;22.10.1013
131106/2314;Dušan;Hýrošš;6.11.1213
131111/9398;Fridrich;Tamáši;11.11.1213
131114/7681;Alojz;Sitár;14.11.1713
131115/8964;Pravoslav;Lipovský;15.11.1313
135104/8674;Elena;Kučerová;4.1.1713
135112/2494;Nadežda;Bednárová;12.1.1913
135112/5127;Svetlana;Detková;12.1.1113
135113/2174;Blanka;Čičkánová;13.1.1413
135202/9432;Alexandra;Kaňová;2.2.1313
135210/8193;Dária;Trnovecová;10.2.1413
135222/9966;Radoslava;Šoltýsová;22.2.1913
135224/9832;Blažena;Hurtošová;24.2.2013
135304/3966;Erika;Chochulová;4.3.2013
135305/3259;Katarína;Berníková;5.3.2013
135306/9789;Andrea;Kaňová;6.3.1613
135308/9723;Amália;Jonášová;8.3.1713
135311/2293;Ľuboslava;Velčicová;11.3.1813
135314/8123;Elvíra;Erdélyiová;14.3.1913
135315/8160;Dana;Hudeková;15.3.1513
135316/2746;Stanislava;Lipovská;16.3.1313
135319/8186;Judita;Levková;19.3.2013
135322/2296;Žofia;Plánková;22.3.2013
135400/9081;Stanislava;Púčeková;31.3.1913
